Orthogroup	UP000070043	UP000070149	UP000070599	UP000185561	UP000186063	UP000186209	UP000186239	UP000186851	UP000228988	UP000245584	UP000265899	UP000266048	UP000266374	UP000274362	UP000279561	UP000315391	UP000315475	UP000315741	UP000315921	UP000317027	UP000317179	UP000317346	UP000317403	UP000317466	UP000317680	UP000318115	UP000318839	UP000318994	UP000319007	UP000319077	UP000319869	UP000319889	UP000320434	UP000320621	UP000320670	UP000320844	UP000320864	UP000321408	UP000322103	UP000322882	UP000323018	UP000324665	UP000538462	UP000556275	UP000610226	UP000619436	UP000621573	UP000625964	UP000634061	UP000645858	UP000678182	UP000696993	UP000700897	UP000706067	UP000721749	UP000723406	UP000729503	UP000738095	UP000751408	UP000760201	UP000771954	UP000775429	UP000777023	UP000825566	UP000825906	UP000826397	UP000826686	UP000826833
OG0015446																												TFF95632.1																																								
OG0015447																												TFF95668.1																																								
OG0015448																												TFF95716.1																																								
OG0015449																												TFF96028.1																																								
OG0015450																												TFF96096.1																																								
OG0015451																												TFF96115.1																																								
OG0015452																												TFF96141.1																																								
OG0015453																												TFF96247.1																																								
OG0015454																												TFF96278.1																																								
OG0015455																												TFF96291.1																																								
OG0015456																												TFF96293.1																																								
OG0015457																												TFF96449.1																																								
OG0015458																												TFF96469.1																																								
OG0015459																												TFF96572.1																																								
OG0015460																												TFF96723.1																																								
OG0015461																													TFG11128.1																																							
OG0015462																													TFG11420.1																																							
OG0015463																													TFG11474.1																																							
OG0015464																													TFG11612.1																																							
OG0015465																													TFG11664.1																																							
OG0015466																													TFG11760.1																																							
OG0015467																													TFG12017.1																																							
OG0015468																													TFG12034.1																																							
OG0015469																													TFG12173.1																																							
OG0015470																													TFG12400.1																																							
OG0015471																													TFG12530.1																																							
OG0015472																													TFG12574.1																																							
OG0015473																													TFG12796.1																																							
OG0015474																													TFG12797.1																																							
OG0015475																													TFG12910.1																																							
OG0015476																													TFG12960.1																																							
OG0015477																													TFG13079.1																																							
OG0015478																													TFG13098.1																																							
OG0015479																													TFG13119.1																																							
OG0015480																													TFG13139.1																																							
OG0015481																													TFG13430.1																																							
OG0015482																													TFG13438.1																																							
OG0015483																													TFG13442.1																																							
OG0015484																													TFG13588.1																																							
OG0015485																													TFG13687.1																																							
OG0015486																													TFG13699.1																																							
OG0015487																													TFG13702.1																																							
OG0015488																													TFG13746.1																																							
OG0015489																													TFG13850.1																																							
OG0015490																													TFG14155.1																																							
OG0015491																													TFG14282.1																																							
OG0015492																													TFG14332.1																																							
OG0015493																													TFG14479.1																																							
OG0015494																													TFG14515.1																																							
OG0015495																													TFG14620.1																																							
OG0015496																													TFG14812.1																																							
OG0015497																													TFG14816.1																																							
OG0015498																													TFG14865.1																																							
OG0015499																													TFG14970.1																																							
OG0015500																													TFG15457.1																																							
OG0015501																													TFG15479.1																																							
OG0015502																													TFG15494.1																																							
OG0015503																													TFG15543.1																																							
OG0015504																														TFG03917.1																																						
OG0015505																														TFG04079.1																																						
OG0015506																														TFG04087.1																																						
OG0015507																														TFG04088.1																																						
OG0015508																														TFG04089.1																																						
OG0015509																														TFG04217.1																																						
OG0015510																														TFG04362.1																																						
OG0015511																														TFG04466.1																																						
OG0015512																														TFG04661.1																																						
OG0015513																														TFG05033.1																																						
OG0015514																														TFG05151.1																																						
OG0015515																														TFG05244.1																																						
OG0015516																														TFG05690.1																																						
OG0015517																														TFG05691.1																																						
OG0015518																														TFG06324.1																																						
OG0015519																														TFG06325.1																																						
OG0015520																														TFG06345.1																																						
OG0015521																														TFG06516.1																																						
OG0015522																														TFG06817.1																																						
OG0015523																														TFG06861.1																																						
OG0015524																														TFG06981.1																																						
OG0015525																														TFG07609.1																																						
OG0015526																														TFG07610.1																																						
OG0015527																														TFG08261.1																																						
OG0015528																														TFG08263.1																																						
OG0015529																														TFG08266.1																																						
OG0015530																														TFG08268.1																																						
OG0015531																														TFG08358.1																																						
OG0015532																														TFG08533.1																																						
OG0015533																														TFG08652.1																																						
OG0015534																														TFG08776.1																																						
OG0015535																														TFG08781.1																																						
OG0015536																														TFG09090.1																																						
OG0015537																														TFG09100.1																																						
OG0015538																														TFG09469.1																																						
OG0015539																														TFG09839.1																																						
OG0015540																														TFG09888.1																																						
OG0015541																														TFG09889.1																																						
OG0015542																														TFG09894.1																																						
OG0015543																														TFG10145.1																																						
OG0015544																														TFG10193.1																																						
OG0015545																														TFG10285.1																																						
OG0015546																														TFG10347.1																																						
OG0015547																														TFG10454.1																																						
OG0015548																														TFG10968.1																																						
OG0015549																															TKJ16504.1																																					
OG0015550																															TKJ16505.1																																					
OG0015551																															TKJ16506.1																																					
OG0015552																															TKJ16544.1																																					
OG0015553																															TKJ16731.1																																					
OG0015554																															TKJ16900.1																																					
OG0015555																															TKJ16903.1																																					
OG0015556																															TKJ18031.1																																					
OG0015557																															TKJ18034.1																																					
OG0015558																															TKJ18035.1																																					
OG0015559																															TKJ18037.1																																					
OG0015560																															TKJ18038.1																																					
OG0015561																															TKJ18039.1																																					
OG0015562																															TKJ18040.1																																					
OG0015563																															TKJ18042.1																																					
OG0015564																															TKJ18043.1																																					
OG0015565																															TKJ18046.1																																					
OG0015566																															TKJ18073.1																																					
OG0015567																															TKJ18075.1																																					
OG0015568																															TKJ18156.1																																					
OG0015569																															TKJ18157.1																																					
OG0015570																															TKJ18158.1																																					
OG0015571																															TKJ18245.1																																					
OG0015572																															TKJ18246.1																																					
OG0015573																															TKJ18258.1																																					
OG0015574																															TKJ18430.1																																					
OG0015575																															TKJ18432.1																																					
OG0015576																															TKJ18530.1																																					
OG0015577																															TKJ18534.1																																					
OG0015578																															TKJ18538.1																																					
OG0015579																															TKJ18559.1																																					
OG0015580																															TKJ18560.1																																					
OG0015581																															TKJ18597.1																																					
OG0015582																															TKJ18676.1																																					
OG0015583																															TKJ18689.1																																					
OG0015584																															TKJ18691.1																																					
OG0015585																															TKJ18693.1																																					
OG0015586																															TKJ18695.1																																					
OG0015587																															TKJ18698.1																																					
OG0015588																															TKJ18699.1																																					
OG0015589																															TKJ18827.1																																					
OG0015590																															TKJ18829.1																																					
OG0015591																															TKJ18833.1																																					
OG0015592																															TKJ18834.1																																					
OG0015593																															TKJ18835.1																																					
OG0015594																															TKJ18839.1																																					
OG0015595																															TKJ18844.1																																					
OG0015596																															TKJ18845.1																																					
OG0015597																															TKJ18846.1																																					
OG0015598																															TKJ18852.1																																					
OG0015599																															TKJ18891.1																																					
OG0015600																															TKJ18892.1																																					
OG0015601																															TKJ18898.1																																					
OG0015602																															TKJ18908.1																																					
OG0015603																															TKJ18909.1																																					
OG0015604																															TKJ18910.1																																					
OG0015605																															TKJ18913.1																																					
OG0015606																															TKJ18914.1																																					
OG0015607																															TKJ19089.1																																					
OG0015608																															TKJ19090.1																																					
OG0015609																															TKJ19197.1																																					
OG0015610																															TKJ19330.1																																					
OG0015611																															TKJ19432.1																																					
OG0015612																															TKJ19482.1																																					
OG0015613																															TKJ19497.1																																					
OG0015614																															TKJ19786.1																																					
OG0015615																															TKJ19807.1																																					
OG0015616																															TKJ19943.1																																					
OG0015617																															TKJ19944.1																																					
OG0015618																															TKJ19946.1																																					
OG0015619																															TKJ19947.1																																					
OG0015620																															TKJ19951.1																																					
OG0015621																															TKJ19986.1																																					
OG0015622																															TKJ19987.1																																					
OG0015623																															TKJ19988.1																																					
OG0015624																															TKJ19989.1																																					
OG0015625																															TKJ20053.1																																					
OG0015626																															TKJ20168.1																																					
OG0015627																															TKJ20373.1																																					
OG0015628																															TKJ20450.1																																					
OG0015629																															TKJ20451.1																																					
OG0015630																															TKJ20455.1																																					
OG0015631																															TKJ20457.1																																					
OG0015632																															TKJ20459.1																																					
OG0015633																															TKJ20462.1																																					
OG0015634																															TKJ20475.1																																					
OG0015635																															TKJ20476.1																																					
OG0015636																															TKJ20551.1																																					
OG0015637																															TKJ20554.1																																					
OG0015638																															TKJ20555.1																																					
OG0015639																															TKJ20558.1																																					
OG0015640																															TKJ20559.1																																					
OG0015641																															TKJ20560.1																																					
OG0015642																															TKJ20563.1																																					
OG0015643																															TKJ20564.1																																					
OG0015644																															TKJ20570.1																																					
OG0015645																															TKJ20719.1																																					
OG0015646																															TKJ20720.1																																					
OG0015647																															TKJ20844.1																																					
OG0015648																															TKJ20955.1																																					
OG0015649																															TKJ20956.1																																					
OG0015650																															TKJ20963.1																																					
OG0015651																															TKJ20965.1																																					
OG0015652																															TKJ20973.1																																					
OG0015653																															TKJ21036.1																																					
OG0015654																															TKJ21088.1																																					
OG0015655																															TKJ21154.1																																					
OG0015656																															TKJ21315.1																																					
OG0015657																															TKJ21317.1																																					
OG0015658																															TKJ21319.1																																					
OG0015659																															TKJ21323.1																																					
OG0015660																															TKJ21363.1																																					
OG0015661																															TKJ21386.1																																					
OG0015662																															TKJ21424.1																																					
OG0015663																															TKJ21639.1																																					
OG0015664																															TKJ21643.1																																					
OG0015665																															TKJ21960.1																																					
OG0015666																															TKJ22037.1																																					
OG0015667																															TKJ22144.1																																					
OG0015668																															TKJ22445.1																																					
OG0015669																															TKJ22446.1																																					
OG0015670																															TKJ22451.1																																					
OG0015671																															TKJ22452.1																																					
OG0015672																															TKJ22457.1																																					
OG0015673																															TKJ22474.1																																					
OG0015674																															TKJ22560.1																																					
OG0015675																															TKJ22561.1																																					
OG0015676																															TKJ22567.1																																					
OG0015677																															TKJ22648.1																																					
OG0015678																															TKJ22958.1																																					
OG0015679																															TKJ22983.1																																					
OG0015680																															TKJ23059.1																																					
OG0015681																															TKJ23061.1																																					
OG0015682																															TKJ23115.1																																					
OG0015683																															TKJ23121.1																																					
OG0015684																															TKJ23215.1																																					
OG0015685																															TKJ23295.1																																					
OG0015686																															TKJ23305.1																																					
OG0015687																															TKJ23306.1																																					
OG0015688																															TKJ23318.1																																					
OG0015689																															TKJ23364.1																																					
OG0015690																															TKJ23606.1																																					
OG0015691																															TKJ23607.1																																					
OG0015692																															TKJ23611.1																																					
OG0015693																															TKJ23634.1																																					
OG0015694																															TKJ23648.1																																					
OG0015695																															TKJ23843.1																																					
OG0015696																															TKJ23905.1																																					
OG0015697																															TKJ23906.1																																					
OG0015698																															TKJ23907.1																																					
OG0015699																															TKJ23908.1																																					
OG0015700																															TKJ23909.1																																					
OG0015701																															TKJ23910.1																																					
OG0015702																															TKJ23911.1																																					
OG0015703																															TKJ23912.1																																					
OG0015704																															TKJ23913.1																																					
OG0015705																															TKJ23914.1																																					
OG0015706																															TKJ23915.1																																					
OG0015707																															TKJ23922.1																																					
OG0015708																															TKJ23924.1																																					
OG0015709																															TKJ23926.1																																					
OG0015710																															TKJ23927.1																																					
OG0015711																															TKJ23993.1																																					
OG0015712																															TKJ23995.1																																					
OG0015713																															TKJ23998.1																																					
OG0015714																															TKJ23999.1																																					
OG0015715																															TKJ24000.1																																					
OG0015716																															TKJ24001.1																																					
OG0015717																															TKJ24010.1																																					
OG0015718																															TKJ24011.1																																					
OG0015719																															TKJ24012.1																																					
OG0015720																															TKJ24013.1																																					
OG0015721																															TKJ24014.1																																					
OG0015722																															TKJ24015.1																																					
OG0015723																															TKJ24099.1																																					
OG0015724																															TKJ24100.1																																					
OG0015725																															TKJ24102.1																																					
OG0015726																															TKJ24103.1																																					
OG0015727																															TKJ24106.1																																					
OG0015728																															TKJ24119.1																																					
OG0015729																															TKJ24123.1																																					
OG0015730																																TFG18612.1																																				
OG0015731																																TFG18687.1																																				
OG0015732																																TFG18734.1																																				
OG0015733																																TFG18785.1																																				
OG0015734																																TFG18840.1																																				
OG0015735																																TFG19153.1																																				
OG0015736																																TFG19217.1																																				
OG0015737																																TFG19288.1																																				
OG0015738																																TFG19289.1																																				
OG0015739																																TFG19369.1																																				
OG0015740																																TFG19452.1																																				
OG0015741																																TFG19485.1																																				
OG0015742																																TFG19567.1																																				
OG0015743																																TFG19642.1																																				
OG0015744																																TFG19977.1																																				
OG0015745																																TFG20039.1																																				
OG0015746																																TFG20269.1																																				
OG0015747																																TFG20312.1																																				
OG0015748																																TFG20493.1																																				
OG0015749																																TFG20508.1																																				
OG0015750																																TFG20510.1																																				
OG0015751																																TFG20511.1																																				
OG0015752																																TFG20512.1																																				
OG0015753																																TFG20584.1																																				
OG0015754																																TFG20789.1																																				
OG0015755																																TFG20856.1																																				
OG0015756																																TFG20949.1																																				
OG0015757																																TFG21148.1																																				
OG0015758																																TFG21222.1																																				
OG0015759																																TFG21329.1																																				
OG0015760																																TFG21346.1																																				
OG0015761																																TFG21353.1																																				
OG0015762																																TFG21465.1																																				
OG0015763																																TFG21516.1																																				
OG0015764																																TFG21532.1																																				
OG0015765																																TFG21539.1																																				
OG0015766																																TFG21615.1																																				
OG0015767																																TFG21619.1																																				
OG0015768																																TFG21632.1																																				
OG0015769																																TFG21638.1																																				
OG0015770																																TFG21686.1																																				
OG0015771																																TFG21861.1																																				
OG0015772																																TFG21946.1																																				
OG0015773																																TFG22006.1																																				
OG0015774																																TFG22009.1																																				
OG0015775																																TFG22069.1																																				
OG0015776																																TFG22096.1																																				
OG0015777																																TFG22099.1																																				
OG0015778																																TFG22100.1																																				
OG0015779																																TFG22104.1																																				
OG0015780																																TFG22233.1																																				
OG0015781																																TFG22234.1																																				
OG0015782																																TFG22235.1																																				
OG0015783																																TFG22266.1																																				
OG0015784																																TFG22272.1																																				
OG0015785																																TFG22305.1																																				
OG0015786																																TFG22372.1																																				
OG0015787																																TFG22390.1																																				
OG0015788																																TFG22473.1																																				
OG0015789																																TFG22478.1																																				
OG0015790																																TFG22636.1																																				
OG0015791																																TFG22637.1																																				
OG0015792																																TFG22638.1																																				
OG0015793																																TFG22797.1																																				
OG0015794																																TFG22912.1																																				
OG0015795																																TFG22920.1																																				
OG0015796																																TFG22921.1																																				
OG0015797																																TFG22922.1																																				
OG0015798																																TFG23005.1																																				
OG0015799																																TFG23158.1																																				
OG0015800																																TFG23162.1																																				
OG0015801																																TFG23305.1																																				
OG0015802																																TFG23426.1																																				
OG0015803																																TFG23435.1																																				
OG0015804																																TFG23591.1																																				
OG0015805																																TFG23592.1																																				
OG0015806																																TFG23657.1																																				
OG0015807																																TFG23704.1																																				
OG0015808																																TFG23920.1																																				
OG0015809																																TFG23924.1																																				
OG0015810																																TFG23926.1																																				
OG0015811																																TFG23927.1																																				
OG0015812																																TFG23928.1																																				
OG0015813																																TFG23931.1																																				
OG0015814																																TFG23934.1																																				
OG0015815																																TFG23935.1																																				
OG0015816																																TFG23936.1																																				
OG0015817																																TFG24006.1																																				
OG0015818																																TFG24122.1																																				
OG0015819																																TFG24221.1																																				
OG0015820																																TFG24271.1																																				
OG0015821																																TFG24393.1																																				
OG0015822																																TFG24399.1																																				
OG0015823																																TFG24413.1																																				
OG0015824																																TFG24458.1																																				
OG0015825																																TFG24459.1																																				
OG0015826																																TFG24463.1																																				
OG0015827																																TFG24468.1																																				
OG0015828																																TFG24470.1																																				
OG0015829																																TFG24478.1																																				
OG0015830																																TFG24539.1																																				
OG0015831																																TFG24540.1																																				
OG0015832																																TFG24842.1																																				
OG0015833																																TFG24848.1																																				
OG0015834																																TFG24855.1																																				
OG0015835																																TFG24974.1																																				
OG0015836																																TFG24996.1																																				
OG0015837																																TFG25151.1																																				
OG0015838																																TFG25169.1																																				
OG0015839																																TFG25179.1																																				
OG0015840																																TFG25460.1																																				
OG0015841																																TFG25471.1																																				
OG0015842																																TFG25552.1																																				
OG0015843																																TFG25563.1																																				
OG0015844																																TFG25571.1																																				
OG0015845																																TFG25573.1																																				
OG0015846																																TFG25575.1																																				
OG0015847																																TFG25578.1																																				
OG0015848																																TFG25579.1																																				
OG0015849																																TFG25580.1																																				
OG0015850																																TFG25651.1																																				
OG0015851																																TFG25705.1																																				
OG0015852																																TFG25723.1																																				
OG0015853																																	TFF91159.1																																			
OG0015854																																	TFF91166.1																																			
OG0015855																																	TFF91236.1																																			
OG0015856																																	TFF91237.1																																			
OG0015857																																	TFF91257.1																																			
OG0015858																																	TFF91258.1																																			
OG0015859																																	TFF91336.1																																			
OG0015860																																	TFF91412.1																																			
OG0015861																																	TFF91454.1																																			
OG0015862																																	TFF91848.1																																			
OG0015863																																	TFF91896.1																																			
OG0015864																																	TFF92020.1																																			
OG0015865																																	TFF92030.1																																			
OG0015866																																	TFF92130.1																																			
OG0015867																																	TFF92405.1																																			
OG0015868																																	TFF92607.1																																			
OG0015869																																		TFG26430.1																																		
OG0015870																																		TFG27111.1																																		
OG0015871																																		TFG27333.1																																		
OG0015872																																		TFG27658.1																																		
OG0015873																																		TFG27938.1																																		
OG0015874																																		TFG28218.1																																		
OG0015875																																		TFG28674.1																																		
OG0015876																																		TFG28694.1																																		
OG0015877																																		TFG28695.1																																		
OG0015878																																		TFG29279.1																																		
OG0015879																																		TFG29355.1																																		
OG0015880																																		TFG29483.1																																		
OG0015881																																		TFG29540.1																																		
OG0015882																																		TFG29542.1																																		
OG0015883																																		TFG30083.1																																		
OG0015884																																		TFG30086.1																																		
OG0015885																																		TFG30557.1																																		
OG0015886																																		TFG30969.1																																		
OG0015887																																		TFG31309.1																																		
OG0015888																																		TFG31310.1																																		
OG0015889																																		TFG31314.1																																		
OG0015890																																		TFG31530.1																																		
OG0015891																																		TFG31820.1																																		
OG0015892																																		TFG32011.1																																		
OG0015893																																		TFG32201.1																																		
OG0015894																																		TFG32203.1																																		
OG0015895																																		TFG32473.1																																		
OG0015896																																		TFG32672.1																																		
OG0015897																																		TFG33554.1																																		
OG0015898																																		TFG33608.1																																		
OG0015899																																		TFG33609.1																																		
OG0015900																																		TFG33909.1																																		
OG0015901																																		TFG34134.1																																		
OG0015902																																		TFG34194.1																																		
OG0015903																																		TFG34202.1																																		
OG0015904																																		TFG34205.1																																		
OG0015905																																		TFG34206.1																																		
OG0015906																																		TFG34280.1																																		
OG0015907																																		TFG34369.1																																		
OG0015908																																		TFG34479.1																																		
OG0015909																																		TFG34514.1																																		
OG0015910																																		TFG34515.1																																		
OG0015911																																		TFG34518.1																																		
OG0015912																																		TFG34520.1																																		
OG0015913																																		TFG34521.1																																		
OG0015914																																		TFG34524.1																																		
OG0015915																																		TFG34616.1																																		
OG0015916																																		TFG34751.1																																		
OG0015917																																		TFG34801.1																																		
OG0015918																																		TFG34811.1																																		
OG0015919																																		TFG34996.1																																		
OG0015920																																		TFG35020.1																																		
OG0015921																																			TFG21753.1																																	
OG0015922																																			TFG21872.1																																	
OG0015923																																			TFG22549.1																																	
OG0015924																																			TFG22657.1																																	
OG0015925																																			TFG22859.1																																	
OG0015926																																			TFG23239.1																																	
OG0015927																																			TFG23324.1																																	
OG0015928																																			TFG23620.1																																	
OG0015929																																			TFG23845.1																																	
OG0015930																																			TFG23964.1																																	
OG0015931																																			TFG24312.1																																	
OG0015932																																			TFG24372.1																																	
OG0015933																																			TFG24768.1																																	
OG0015934																																			TFG25499.1																																	
OG0015935																																			TFG25773.1																																	
OG0015936																																			TFG25776.1																																	
OG0015937																																			TFG26028.1																																	
OG0015938																																			TFG26029.1																																	
OG0015939																																			TFG26272.1																																	
OG0015940																																			TFG26276.1																																	
OG0015941																																			TFG26373.1																																	
OG0015942																																			TFG26442.1																																	
OG0015943																																			TFG26462.1																																	
OG0015944																																			TFG26529.1																																	
OG0015945																																			TFG26638.1																																	
OG0015946																																			TFG26998.1																																	
OG0015947																																			TFG27000.1																																	
OG0015948																																			TFG27095.1																																	
OG0015949																																			TFG27280.1																																	
OG0015950																																			TFG27490.1																																	
OG0015951																																			TFG27646.1																																	
OG0015952																																			TFG28007.1																																	
OG0015953																																			TFG28008.1																																	
OG0015954																																			TFG28014.1																																	
OG0015955																																			TFG28128.1																																	
OG0015956																																			TFG28202.1																																	
OG0015957																																			TFG28406.1																																	
